0.000000e+00,7.608671e-08,1.252327e-07,4.535707e-07,-2.516464e+04,-4.141902e+04,7.488454e+04,-1.185948e+07,-3.109216e+07,-4.335030e+07,3.891699e-18,0,0
1.037955e-09,7.500128e-04,1.893795e-03,2.500305e-03,7.229455e+05,1.825565e+06,2.409376e+06,-2.772367e-01,-7.742577e-01,-6.044762e-01,3.891699e-18,0,4567
1.037614e-08,7.501360e-03,1.894223e-02,2.500026e-02,7.229908e+05,1.825691e+06,2.409476e+06,-2.101385e-03,-5.682199e-03,-7.752887e-03,3.891699e-18,0,45655
0.000000e+00,8.480589e-08,-1.687417e-07,4.074406e-07,-6.593092e+03,1.311854e+04,1.541103e+05,-1.484291e+07,2.854190e+07,-4.699253e+07,4.061940e-18,1,0
9.329545e-10,8.773242e-04,-1.578989e-03,2.500001e-03,9.408531e+05,-1.693338e+06,2.680441e+06,-4.078300e-01,7.573100e-01,-8.721157e-01,4.061940e-18,1,4105
9.326818e-09,8.775134e-03,-1.579341e-02,2.500015e-02,9.409132e+05,-1.693450e+06,2.680570e+06,-3.533146e-03,6.971379e-03,-9.553398e-03,4.061940e-18,1,41038
0.000000e+00,-7.814247e-08,1.035755e-08,4.006400e-07,1.028268e+03,-1.362939e+02,1.120565e+04,1.730805e+07,9.950986e+05,-5.883758e+07,4.476019e-18,2,0
7.568182e-10,-8.520626e-04,-4.923461e-05,2.500044e-03,-1.126600e+06,-6.513718e+04,3.304748e+06,7.563000e-01,6.346337e-02,-1.689749e+00,4.476019e-18,2,3330
7.565000e-09,-8.522669e-03,-4.927431e-04,2.500051e-02,-1.126690e+06,-6.514475e+04,3.304951e+06,7.334164e-03,6.233361e-04,-1.741188e-02,4.476019e-18,2,33286
0.000000e+00,-1.401376e-07,1.003916e-07,1.704207e-07,-4.032651e+05,2.888903e+05,1.658859e+05,-2.907529e+06,-1.678300e+08,-1.289456e+08,7.033687e-18,3,0
4.620455e-10,-1.394571e-04,3.294211e-03,2.500616e-03,-3.015447e+05,7.129782e+06,5.411944e+06,2.613548e-02,-5.765311e-01,-3.942318e-01,7.033687e-18,3,2033
4.619545e-09,-1.393136e-03,3.293642e-02,2.500087e-02,-3.015466e+05,7.129824e+06,5.411973e+06,2.562896e-04,-5.719925e-03,-3.964036e-03,7.033687e-18,3,20326
0.000000e+00,2.286585e-07,-2.132525e-09,5.071702e-07,-2.382204e+05,2.221702e+03,2.905356e+05,-2.613081e+07,7.685374e+05,-3.826132e+07,3.320661e-18,4,0
9.311364e-10,1.332796e-03,-3.598220e-05,2.500583e-03,1.432244e+06,-3.862478e+04,2.686508e+06,-7.984525e-01,-3.039687e-02,-1.078639e+00,3.320661e-18,4,4097
9.305909e-09,1.332832e-02,-3.594247e-04,2.500057e-02,1.432361e+06,-3.862024e+04,2.686667e+06,-6.438085e-03,1.402943e-04,-1.266452e-02,3.320661e-18,4,40946
0.000000e+00,-2.435345e-07,9.320647e-08,4.742854e-07,1.880378e+05,-7.196656e+04,4.150357e+05,2.871972e+07,-5.101968e+06,-3.280234e+07,3.371567e-18,5,0
1.040909e-09,-1.755466e-03,2.736912e-04,2.500332e-03,-1.687499e+06,2.630373e+05,2.402792e+06,8.176755e-01,-1.130218e-01,-7.681519e-01,3.371567e-18,5,4580
1.040455e-08,-1.755763e-02,2.736821e-03,2.500019e-02,-1.687633e+06,2.630559e+05,2.402919e+06,6.488259e-03,-1.105716e-03,-9.012113e-03,3.371567e-18,5,45780
0.000000e+00,-5.260088e-08,-9.236006e-09,2.086938e-07,-1.660434e+05,-2.915498e+04,1.016151e+04,5.513428e+07,1.072388e+07,-1.976155e+08,7.907940e-18,6,0
3.090909e-10,-7.512986e-04,-1.452547e-04,2.501376e-03,-2.430735e+06,-4.699582e+05,8.092733e+06,5.621472e-01,1.115507e-01,-1.745659e+00,7.907940e-18,6,1360
3.089318e-09,-7.509357e-03,-1.451858e-03,2.500121e-02,-2.430762e+06,-4.699636e+05,8.092819e+06,5.610801e-03,1.150516e-03,-1.752013e-02,7.907940e-18,6,13593
0.000000e+00,-2.388462e-07,1.064949e-07,3.129140e-07,-1.974931e+05,8.805677e+04,4.198124e+05,4.750914e+07,-2.192305e+07,-3.770360e+07,4.329757e-18,7,0
1.093409e-09,-2.966785e-03,1.323407e-03,2.500108e-03,-2.714042e+06,1.210632e+06,2.286762e+06,5.627139e-01,-2.321001e-01,-3.109672e-01,4.329757e-18,7,4811
1.093250e-08,-2.967128e-02,1.323525e-02,2.500020e-02,-2.714139e+06,1.210672e+06,2.286816e+06,4.374918e-03,-1.931736e-03,-3.633409e-03,4.329757e-18,7,48103
0.000000e+00,-1.194122e-07,-1.171570e-07,4.658827e-07,5.533734e+04,5.429229e+04,1.119941e+05,1.357136e+07,1.420484e+07,-3.981647e+07,3.734386e-18,8,0
1.030000e-09,-9.810474e-04,-9.555425e-04,2.500152e-03,-9.532091e+05,-9.283847e+05,2.428275e+06,5.663190e-01,5.260794e-01,-9.261590e-01,3.734386e-18,8,4532
1.029545e-08,-9.813669e-03,-9.558104e-03,2.500038e-02,-9.533010e+05,-9.284701e+05,2.428426e+06,4.373515e-03,4.018805e-03,-1.103229e-02,3.734386e-18,8,45300
0.000000e+00,-1.553878e-07,8.797817e-09,4.733948e-07,7.715290e+04,-4.368276e+03,9.185431e+04,2.178809e+07,1.180761e+06,-4.176066e+07,3.705289e-18,9,0
1.027273e-09,-1.634941e-03,-1.414134e-04,2.500086e-03,-1.592633e+06,-1.377366e+05,2.434472e+06,8.181273e-01,3.291516e-02,-7.931327e-01,3.705289e-18,9,4520
1.026909e-08,-1.635478e-02,-1.414391e-03,2.500002e-02,-1.592766e+06,-1.377419e+05,2.434602e+06,6.399799e-03,6.269175e-04,-9.613637e-03,3.705289e-18,9,45184
0.000000e+00,2.272071e-07,1.486459e-07,4.440901e-07,-1.084888e+05,-7.097668e+04,4.613316e+05,-2.686936e+07,-1.578390e+07,-3.182835e+07,3.504196e-18,10,0
1.068409e-09,1.663951e-03,9.894924e-04,2.500488e-03,1.558246e+06,9.266598e+05,2.341027e+06,-6.677083e-01,-4.216853e-01,-6.637680e-01,3.504196e-18,10,4701
