-5.568484e-07,-4.454741e-07,1.552308e-07,6.894884e+04,5.515850e+04,1.133776e+07,0
6.972220e-01,4.848724e-01,-4.237481e-01,1.534365e+08,1.067011e+08,-1.047013e+08,0
3.007483e-07,4.470603e-07,3.384917e-07,4.933225e+03,7.333206e+03,1.142240e+07,1
-1.849950e-01,-7.014960e-01,-2.763263e-01,-4.074658e+07,-1.544936e+08,-7.231717e+07,1
-7.981254e-07,5.022019e-07,1.438240e-07,1.743555e+05,-1.097092e+05,1.150300e+07,2
6.411032e-01,-2.234131e-01,-2.011348e-01,1.409773e+08,-4.908476e+07,-5.582626e+07,2
3.184907e-07,4.954076e-07,-1.995567e-07,-2.279488e+04,-3.545711e+04,1.065487e+07,3
-2.247856e-02,-1.383844e-01,1.002551e-01,-1.179082e+07,-7.263096e+07,4.196370e+07,3
-1.193453e-07,1.221222e-07,1.436796e-08,7.464908e+03,-7.638598e+03,1.101438e+07,4
5.469558e-02,-6.277712e-02,1.000891e-01,2.274735e+07,-2.610579e+07,3.059684e+07,4
2.362334e-07,1.892016e-07,5.118139e-07,5.421023e+04,4.341749e+04,1.115986e+07,5
-3.308185e-01,-9.243595e-02,-3.054074e-01,-7.293854e+07,-2.043366e+07,-7.842319e+07,5
7.246678e-07,2.220428e-07,1.064467e-07,-1.063322e+05,-3.258086e+04,1.125330e+07,6
-6.949559e-01,-1.377929e-01,-1.097817e-01,-1.528908e+08,-3.030987e+07,-3.548969e+07,6
3.218084e-07,-5.159230e-07,-5.349807e-07,3.276645e+04,-5.253114e+04,1.040708e+07,7
-2.317112e-02,5.813025e-02,1.002573e-01,-1.586891e+07,3.977522e+07,5.804998e+07,7
4.326487e-07,-7.199602e-07,-4.871384e-07,5.943262e+02,-9.890038e+02,9.777378e+06,8
-6.152719e-02,1.176312e-01,1.002388e-01,-3.488696e+07,6.669819e+07,4.701896e+07,8
3.459085e-07,4.947662e-08,-3.924823e-07,4.183884e+04,5.984371e+03,1.078002e+07,9
-6.886933e-02,3.136957e-02,1.003083e-01,-4.488510e+07,2.040613e+07,5.445921e+07,9
-6.562181e-08,8.580653e-07,9.033849e-08,1.173992e+04,-1.535102e+05,1.125494e+07,10
9.387728e-02,-2.315674e-01,1.000530e-01,4.031073e+07,-9.929806e+07,3.166173e+07,10
-7.182580e-08,2.403111e-07,2.616940e-07,-6.394873e+03,2.139564e+04,1.113169e+07,11
-1.862809e-01,-4.653875e-01,-4.054764e-01,-4.118613e+07,-1.025307e+08,-1.005269e+08,11
6.233797e-07,2.679787e-07,3.900633e-07,-6.218722e+02,-2.673307e+02,1.162845e+07,12
-7.471635e-01,3.077961e-02,-4.379788e-01,-1.645342e+08,6.786013e+06,-1.081045e+08,12
-3.840273e-07,-2.187590e-07,-6.024448e-08,3.721944e+04,2.120185e+04,1.090230e+07,13
