-4.563236e-07,-2.886758e-07,4.952709e-07,-1.911616e+05,-1.209311e+05,-2.204740e+05,1.201768e+07,7.654359e+06,-1.160530e+07,0,0
-2.161016e-05,-1.356625e-05,1.000053e-05,-1.813641e+06,-1.137933e+06,8.208434e+05,1.173728e+04,7.301930e+03,-5.436676e+03,0,1369
2.002463e-07,1.476298e-07,1.730770e-06,-3.233047e+04,-2.383534e+04,-1.803841e+05,9.676224e+05,-2.817779e+05,-4.000798e+06,1,0
4.014167e-07,7.677054e-07,1.000400e-05,4.476945e+04,1.122388e+05,1.457900e+06,-3.350235e+03,-1.037085e+04,-1.195213e+05,1,819
2.568098e-07,-6.317127e-09,7.298815e-07,2.882043e+04,-7.089382e+02,-4.590890e+04,-5.831236e+06,2.035371e+05,-1.499887e+07,2,0
5.150774e-06,-2.210140e-07,1.000007e-05,1.027995e+06,-4.717083e+04,1.930267e+06,-4.727334e+04,2.306058e+03,-8.509626e+04,2,616
-8.526666e-08,-2.528037e-07,8.335190e-07,-8.090912e+03,-2.398841e+04,-1.921880e+04,1.568532e+06,4.360527e+06,-1.213302e+07,3,0
-1.585636e-06,-4.540208e-06,1.000738e-05,-3.049783e+05,-8.730425e+05,1.840943e+06,1.501868e+04,4.356283e+04,-8.750828e+04,3,646
-1.872265e-08,7.372199e-07,1.758378e-06,1.260816e+04,-4.964570e+05,-2.852926e+05,4.891997e+03,-2.000774e+06,-3.528470e+06,4,0
4.520148e-07,2.718753e-07,1.000153e-05,6.962164e+04,4.090134e+02,1.408704e+06,-1.183870e+03,-3.422640e+03,-1.151747e+05,4,873
7.542213e-07,-4.414589e-08,8.403186e-07,2.572997e+05,-1.506020e+04,1.578867e+05,-6.232158e+06,4.148850e+05,-5.383894e+06,5,0
1.357183e-05,-6.428793e-07,1.000933e-05,1.521878e+06,-7.075066e+04,1.086961e+06,-3.164327e+04,1.502747e+03,-2.313291e+04,5,1038
-6.110085e-07,2.383315e-07,1.418063e-06,2.096130e+05,-8.176221e+04,4.559307e+04,2.733716e+06,-1.434174e+06,-4.163793e+06,6,0
-3.436648e-06,2.040618e-06,1.000876e-05,-5.142581e+05,3.214698e+05,1.450000e+06,3.444402e+04,-2.193008e+04,-9.218656e+04,6,806
-1.164722e-07,3.669876e-08,7.877067e-07,-4.563342e+03,1.437845e+03,-2.183223e+04,2.752897e+06,-6.354126e+05,-1.539687e+07,7,0
-3.135075e-06,4.070901e-06,1.000723e-05,-8.110166e+05,1.097484e+06,2.443001e+06,2.771447e+04,-3.584561e+04,-8.418824e+04,7,480
-1.064255e-07,5.723364e-07,1.807212e-06,5.467329e+04,-2.940227e+05,-3.437022e+05,2.674642e+05,-1.609261e+06,-3.797096e+06,8,0
-6.379781e-07,2.014934e-06,1.000636e-05,-9.170380e+04,2.836097e+05,1.365546e+06,5.742263e+03,-2.220891e+04,-1.071546e+05,8,896
2.705831e-07,1.400494e-07,8.717441e-07,2.763724e+04,1.430459e+04,-1.006544e+04,-3.775509e+06,-1.862126e+06,-1.052506e+07,9,0
4.664749e-06,2.296701e-06,1.001024e-05,8.603013e+05,4.219042e+05,1.765676e+06,-4.275198e+04,-2.130987e+04,-8.388395e+04,9,674
4.853667e-07,-5.408746e-08,9.976875e-07,4.395368e+04,-4.898035e+03,5.888542e+04,-4.253427e+06,7.168668e+05,-6.093213e+06,10,0
7.211936e-06,-1.506182e-06,1.000976e-05,1.084703e+06,-2.389566e+05,1.444142e+06,-3.812170e+04,1.507324e+04,-6.248462e+04,10,810
-7.743196e-07,-1.285046e-07,1.141561e-06,4.695620e+04,7.792760e+03,2.839025e+05,4.138637e+06,6.293038e+05,-4.242341e+06,11,0
-6.457573e-06,-1.000832e-06,1.001067e-05,-9.259406e+05,-1.441543e+05,1.398221e+06,4.367221e+04,6.509630e+03,-6.641312e+04,11,817
-6.812360e-07,5.649253e-07,9.084129e-07,-2.089712e+05,1.732925e+05,3.464166e+05,4.313839e+06,-3.562023e+06,-4.184794e+06,12,0
-8.774661e-06,7.156169e-06,1.000883e-05,-1.053308e+06,8.568294e+05,1.171772e+06,2.850182e+04,-2.331412e+04,-3.230900e+04,12,956
-8.250701e-08,6.606456e-08,1.922442e-06,6.760357e+03,-5.413116e+03,-3.378702e+05,2.830768e+05,-2.901334e+05,-4.054951e+06,13,0
-1.055947e-06,6.120931e-07,1.000622e-05,-1.601801e+05,8.928934e+04,1.389763e+06,1.165011e+04,-5.873785e+03,-1.140766e+05,13,865
-1.692970e-07,1.609798e-07,1.146728e-06,3.357241e+03,-3.192308e+03,6.541849e+03,1.432967e+06,-1.320602e+06,-7.316103e+06,14,0
-2.419063e-06,2.134534e-06,1.001227e-05,-4.459953e+05,3.906678e+05,1.714110e+06,2.787663e+04,-2.636723e+04,-1.064012e+05,14,700
3.865419e-07,1.229546e-07,9.341090e-07,4.412553e+04,1.403584e+04,1.857902e+04,-4.346183e+06,-1.222495e+06,-8.521228e+06,15,0
6.491147e-06,2.002028e-06,1.000756e-05,1.065133e+06,3.303117e+05,1.570642e+06,-4.486624e+04,-1.517193e+04,-6.608807e+04,15,748
5.090778e-07,3.822666e-08,1.831143e-06,-2.247028e+05,-1.687293e+04,-3.548516e+05,-1.286418e+06,-1.235191e+04,-3.713390e+06,16,0
1.086216e-06,-3.944903e-07,1.000091e-05,1.371203e+05,-7.414840e+04,1.404183e+06,-1.277746e+04,3.372149e+03,-1.150826e+05,16,876
1.773202e-07,3.307205e-07,4.603477e-07,4.782170e+04,8.919241e+04,-2.195782e+05,-8.649890e+06,-1.605858e+07,-2.111387e+07,17,0
6.717082e-06,1.240979e-05,1.000679e-05,9.796221e+05,1.810014e+06,1.431435e+06,-1.496824e+04,-2.754253e+04,-2.162887e+04,17,801
8.945388e-07,-1.500481e-07,1.034597e-06,9.849815e+04,-1.652188e+04,4.344857e+05,-4.516080e+06,1.647565e+05,-4.053837e+06,18,0
7.593860e-06,-1.263894e-06,1.001151e-05,1.053078e+06,-1.740057e+05,1.365941e+06,-4.374758e+04,7.253982e+03,-5.606535e+04,18,823
-4.227265e-07,-4.908403e-08,1.730505e-06,1.327327e+05,1.541199e+04,-2.241168e+05,1.596684e+06,-3.497693e+05,-4.018621e+06,19,0
-2.727677e-06,4.117195e-07,1.000874e-05,-4.106776e+05,5.974547e+04,1.416652e+06,3.343634e+04,-2.922483e+03,-1.054882e+05,19,846
-2.374010e-07,-1.620736e-09,1.113621e-06,1.426699e+03,9.740067e+00,7.842483e+03,1.889035e+06,8.673959e+05,-7.572596e+06,20,0
-3.507081e-06,-1.022730e-07,1.000125e-05,-6.358802e+05,-6.234300e+03,1.668424e+06,3.924316e+04,3.795692e+03,-1.048189e+05,20,715
1.017954e-07,-5.305028e-07,1.893313e-06,-5.118527e+04,2.667501e+05,-4.481968e+05,-3.365088e+05,1.325401e+06,-4.062550e+06,21,0
7.181141e-07,-1.754544e-06,1.000581e-05,1.034813e+05,-2.476803e+05,1.363174e+06,-7.005666e+03,2.037886e+04,-1.076575e+05,21,919
2.351880e-07,-8.560069e-07,1.515766e-06,-1.437538e+05,5.232164e+05,1.318275e+05,-7.779603e+05,2.842561e+06,-3.386559e+06,22,0
1.384503e-08,-9.094255e-07,1.000406e-05,-2.807393e+04,-9.856616e+04,1.556668e+06,-2.054058e+03,1.556951e+04,-1.244520e+05,22,755
-8.520318e-08,8.002488e-07,1.646908e-06,5.672064e+04,-5.327340e+05,-1.058196e+05,2.964999e+05,-2.440855e+06,-3.529498e+06,23,0
-1.014018e-06,9.067745e-07,1.000044e-05,-1.897322e+05,1.047189e+05,1.549365e+06,1.285303e+04,-1.360745e+04,-1.194141e+05,23,773
-4.614078e-07,-5.489265e-07,5.501516e-07,-2.652548e+05,-3.155677e+05,-1.462066e+05,6.729118e+06,8.500645e+06,-6.555108e+06,24,0
-2.574369e-05,-3.180313e-05,1.000163e-05,-1.296256e+06,-1.604201e+06,4.886409e+05,3.815196e+03,4.724647e+03,-1.469426e+03,24,2249
5.302143e-07,2.541650e-07,7.222747e-07,1.809817e+05,8.675592e+04,-2.566766e+04,-7.346450e+06,-3.430499e+06,-8.156172e+06,25,0
