5.38869084e-07,1.727208,2.928979,9.88292564e-24,-0.005149,2.928979
8.73180712e-07,3.067248,0.602945,1.00138853e-23,0.014804,0.602945
9.79889232e-07,2.504143,3.588606,9.33094435e-24,0.019398,3.588606
5.20876838e-07,1.323597,4.478343,1.02125946e-23,-0.003968,4.478343
8.99608796e-07,1.248160,4.899056,1.06989651e-23,-0.008772,4.899056
9.70435366e-07,1.973573,3.426193,8.97404678e-24,-0.007372,3.426193
8.64415232e-07,2.013550,2.005299,9.31655032e-24,-0.003213,2.005299
8.45566998e-07,0.448602,4.332847,1.02290673e-23,0.012969,4.332847
7.29374039e-07,2.035942,1.548346,9.53028127e-24,-0.001595,1.548346
9.58866605e-07,2.096525,4.119977,8.98534690e-24,0.000120,4.119977
7.82566132e-07,0.549854,1.748395,1.02759827e-23,0.010220,1.748395
9.57847407e-07,2.719369,1.885203,9.73993450e-24,0.019767,1.885203
9.72448739e-07,1.096651,4.658969,1.11348216e-23,-0.003053,4.658969
8.25956925e-07,0.315245,4.397838,1.01197932e-23,0.012722,4.397838
7.78327193e-07,1.142348,4.382888,1.05663078e-23,-0.002964,4.382888
5.72641947e-07,1.189637,5.121373,1.03176775e-23,-0.002524,5.121373
7.73003329e-07,0.589821,2.906340,1.03026813e-23,0.009601,2.906340
7.08595201e-07,1.127416,0.972727,1.04785314e-23,-0.002075,0.972727
9.02148044e-07,2.318368,3.498731,9.33146611e-24,0.008717,3.498731
6.53537530e-07,1.376226,5.183923,1.02516782e-23,-0.006644,5.183923
9.41212252e-07,1.283138,2.675655,1.07586730e-23,-0.011905,2.675655
7.65892713e-07,1.648474,5.525911,9.88823225e-24,-0.010600,5.525911
5.00464221e-07,1.155315,0.451588,1.02678292e-23,-0.001543,0.451588
7.31258857e-07,0.182949,3.510982,1.00464720e-23,0.009946,3.510982
9.42002398e-07,2.751742,3.225416,9.79785722e-24,0.018486,3.225416
9.82543113e-07,2.445121,4.100869,9.20494919e-24,0.018125,4.100869
7.89964238e-07,1.861369,4.480727,9.56288763e-24,-0.007244,4.480727
8.80230164e-07,1.031788,5.093465,1.07780761e-23,0.000632,5.093465
5.39090473e-07,2.101383,1.680220,9.72789477e-24,0.000111,1.680220
9.37524588e-07,1.208978,5.943021,1.08577165e-23,-0.008255,5.943021
9.44656760e-07,1.009260,3.267970,1.09794039e-23,0.001961,3.267970
9.97058642e-07,2.219661,3.961134,8.56080559e-24,0.009901,3.961134
9.25205544e-07,2.714599,6.238071,9.77319886e-24,0.017020,6.238071
3.01453806e-07,0.465606,1.392051,1.00590807e-23,0.002226,1.392051
5.66620678e-07,1.915666,1.113694,9.74302713e-24,-0.003086,1.113694
4.57004537e-07,1.472470,5.373928,1.00884393e-23,-0.004268,5.373928
6.72202900e-07,2.100673,3.840764,9.59406054e-24,0.000145,3.840764
8.34635509e-07,1.095419,5.492679,1.06757077e-23,-0.001750,5.492679
8.99004326e-07,0.944270,1.453527,1.07976813e-23,0.004315,1.453527
7.86867827e-07,2.442032,3.026131,9.63078720e-24,0.008551,3.026131
7.96148669e-07,2.679438,1.927496,9.82812714e-24,0.011215,1.927496
8.94638867e-07,1.226848,1.509556,1.07136057e-23,-0.007766,1.509556
8.74968431e-07,0.424569,5.543287,1.02256807e-23,0.014312,5.543287
8.21668689e-07,1.358905,5.195987,1.04114375e-23,-0.010044,5.195987
6.70028720e-07,1.801803,3.569904,9.74107565e-24,-0.006364,3.569904
8.14164018e-07,1.258452,1.275788,1.05334936e-23,-0.007089,1.275788
9.91977489e-07,2.481520,1.314705,9.18087319e-24,0.021593,1.314705
9.94087903e-07,1.323102,5.507230,1.10117144e-23,-0.020398,5.507230
7.33948995e-07,1.065638,2.776670,1.05222639e-23,-0.000506,2.776670
7.81033103e-07,0.563466,1.156358,1.02863812e-23,0.010061,1.156358
7.47587390e-07,1.685021,4.182650,9.83768101e-24,-0.009742,4.182650
7.87442857e-07,1.804920,0.451038,9.63408269e-24,-0.008635,0.451038
9.70756312e-07,0.623605,5.282213,1.06401852e-23,0.018426,5.282213
9.93245415e-07,0.513235,5.620658,1.05717500e-23,0.025690,5.620658
5.45040560e-07,1.613779,2.270600,9.98024487e-24,-0.005890,2.270600
8.11342350e-07,2.156110,3.648713,9.40949378e-24,0.002028,3.648713
4.84526693e-07,1.034137,5.146019,1.02663861e-23,0.000174,5.146019
3.71701295e-07,2.801553,5.194665,9.99121488e-24,0.003195,5.194665
9.80114052e-07,1.575906,0.986933,1.00011596e-23,-0.023826,0.986933
7.83970712e-07,1.713681,1.528764,9.77179396e-24,-0.010339,1.528764
7.45913383e-07,1.542859,4.357526,1.00657939e-23,-0.010316,4.357526
9.05659411e-07,1.257241,0.251439,1.07009676e-23,-0.009330,0.251439
3.49038322e-07,1.657400,1.383446,9.98067982e-24,-0.002840,1.383446
7.41300191e-07,1.953701,5.153052,9.54769572e-24,-0.003956,5.153052
9.76481674e-07,1.135086,2.380377,1.11445988e-23,-0.005607,2.380377
8.64998005e-07,0.542137,3.797374,1.03352139e-23,0.012995,3.797374
