7.21772777e-07,1.679143,1.870975,9.85818039e-24,-0.009157,1.870975
7.25813107e-07,1.340764,5.672151,1.03432673e-23,-0.007404,5.672151
7.20005795e-07,1.873273,4.710079,9.63040454e-24,-0.005734,4.710079
7.61334570e-07,1.442889,3.347758,1.02312087e-23,-0.009935,3.347758
6.13835512e-07,2.767095,1.722981,9.94182055e-24,0.007082,1.722981
9.59815130e-07,1.351712,0.240151,1.06767675e-23,-0.016111,0.240151
7.42669279e-07,1.831676,2.719423,9.64766367e-24,-0.007076,2.719423
5.74942758e-07,2.470746,1.532751,9.81557269e-24,0.005045,1.532751
9.71088402e-07,0.892071,3.191450,1.10461502e-23,0.008693,3.191450
5.82232787e-07,1.847739,5.580881,9.76876556e-24,-0.004332,5.580881
6.52772443e-07,0.724847,0.395265,1.03076132e-23,0.005684,0.395265
8.85599544e-07,0.986066,3.169565,1.07816927e-23,0.002504,3.169565
9.86981879e-07,1.373009,3.470275,1.07603831e-23,-0.020808,3.470275
8.01766665e-07,2.153690,6.156925,9.42481254e-24,0.001899,6.156925
4.93679088e-07,0.648153,1.445150,1.01712364e-23,0.004070,1.445150
7.87873587e-07,1.567982,3.346618,1.00254557e-23,-0.011588,3.346618
8.43144104e-07,2.037225,4.710819,9.35109541e-24,-0.002129,4.710819
5.60153928e-07,1.528449,1.368185,1.00616305e-23,-0.006163,1.368185
6.31326360e-07,1.847023,1.857542,9.73202752e-24,-0.004986,1.857542
9.99237696e-07,2.271546,2.810202,8.45070077e-24,0.015322,2.810202
7.09347057e-07,1.603072,1.649871,9.97267583e-24,-0.009348,1.649871
4.56051919e-07,2.501724,2.435812,9.89008843e-24,0.003630,2.435812
7.91917559e-07,1.969444,0.635922,9.46913581e-24,-0.004032,0.635922
8.89679846e-07,1.906382,1.769294,9.34806922e-24,-0.007974,1.769294
9.97965414e-07,0.740815,5.684965,1.11939957e-23,0.021712,5.684965
6.72806419e-07,2.370312,0.278707,9.68876596e-24,0.005371,0.278707
7.03814104e-07,1.002298,3.758741,1.04808696e-23,0.001113,3.758741
7.56308381e-07,0.716694,2.190938,1.03927397e-23,0.007622,2.190938
7.67381444e-07,2.867590,3.448216,9.95607945e-24,0.010891,3.448216
9.00222716e-07,2.033827,5.962971,9.22143744e-24,-0.002697,5.962971
5.87351986e-07,0.532304,4.871237,1.01623030e-23,0.006104,4.871237
5.55462662e-07,2.273807,3.743006,9.74508367e-24,0.002724,3.743006
7.18742214e-07,1.065386,0.396880,1.05024157e-23,-0.000479,0.396880
7.09532631e-07,0.177264,3.365208,1.00435007e-23,0.009390,3.365208
9.84524924e-07,2.591692,0.723338,9.46428686e-24,0.022224,0.723338
9.23965802e-07,1.007881,4.915866,1.08989273e-23,0.001861,4.915866
2.86841829e-07,0.664510,5.478295,1.00881878e-23,0.001715,5.478295
8.00806692e-07,1.663378,3.978150,9.84807539e-24,-0.011502,3.978150
8.70120420e-07,2.213587,2.656450,9.32116915e-24,0.004507,2.656450
8.19133767e-07,2.041776,4.893475,9.39417101e-24,-0.001828,4.893475
9.68112627e-07,1.186950,3.379858,1.10293168e-23,-0.008380,3.379858
9.40964710e-07,2.323686,6.214196,9.22582854e-24,0.010328,6.214196
8.25819891e-07,1.911367,1.944874,9.46117783e-24,-0.006411,1.944874
