1.388689e-07,4.864877e-07,-1.708723e-07,-9.074193e+03,-3.178885e+04,1.073303e+07,0
-1.864402e-01,-6.554282e-01,-2.391265e+02,-4.104155e+07,-1.443447e+08,-7.904402e+10,0
-3.676933e-07,-7.047996e-07,5.108089e-07,-1.365570e+04,-2.617543e+04,1.205099e+07,1
-5.650016e-02,1.124945e+00,-2.396064e+02,-1.242663e+07,2.477611e+08,-7.915106e+10,1
-1.067577e-07,9.785114e-08,9.065775e-07,-1.401708e+05,1.284766e+05,1.103565e+07,2
-9.956881e-02,-7.840502e-01,-2.402881e+02,-2.176627e+07,-1.728065e+08,-7.930016e+10,2
-4.000327e-07,-7.046875e-07,1.854928e-08,6.708570e+04,1.181765e+05,1.104788e+07,3
-5.892607e-01,1.555718e+00,-2.394794e+02,-1.298353e+08,3.424305e+08,-7.912207e+10,3
5.687931e-07,4.534832e-07,4.419066e-07,7.671122e+03,6.115976e+03,1.176021e+07,4
-4.501742e-01,-5.896847e-01,-2.396328e+02,-9.915765e+07,-1.298893e+08,-7.915657e+10,4
-3.668422e-07,4.325529e-07,2.807850e-07,9.936631e+03,-1.171653e+04,1.141396e+07,5
5.237880e-01,-5.330136e-01,-2.393487e+02,1.153363e+08,-1.173658e+08,-7.909369e+10,5
7.519794e-07,2.146425e-07,5.747794e-07,7.408318e+04,2.114606e+04,1.216771e+07,6
-5.926633e-01,-9.603441e-02,-2.398759e+02,-1.305917e+08,-2.117074e+07,-7.921053e+10,6
7.655814e-08,-4.265521e-07,7.598964e-07,2.727662e+04,-1.519747e+05,1.132710e+07,7
-6.383520e-01,1.044482e+00,-2.404693e+02,-1.405988e+08,2.301735e+08,-7.934038e+10,7
-5.411695e-07,-1.172016e-07,-6.965188e-07,-1.238568e+05,-2.682379e+04,1.045763e+07,8
-6.191011e-01,4.217180e-01,-2.378940e+02,-1.361951e+08,9.289549e+07,-7.877235e+10,8
-4.942925e-07,2.592456e-07,4.308780e-07,-3.229857e+04,1.693989e+04,1.148018e+07,9
1.209299e-01,-2.652567e-01,-2.400361e+02,2.669342e+07,-5.845559e+07,-7.924514e+10,9
6.043966e-07,5.830971e-07,-1.285952e-07,-9.395341e+04,-9.064241e+04,1.065213e+07,10
-3.649471e-01,-4.497321e-01,-2.391990e+02,-8.025487e+07,-9.892862e+07,-7.905991e+10,10
