0.000000e+00,1.000000e-07,1.100000e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.780635e+05,-8.163059e+06,0
0.000000e+00,1.139433e-05,1.195946e-04,0.000000e+00,1.242377e+06,1.303441e+07,0.000000e+00,-7.781320e+05,-8.163749e+06,0
0.000000e+00,3.398400e-05,3.565938e-04,0.000000e+00,2.484863e+06,2.606991e+07,0.000000e+00,-7.781397e+05,-8.163826e+06,0
0.000000e+00,6.786910e-05,7.120988e-04,0.000000e+00,3.727362e+06,3.910554e+07,0.000000e+00,-7.781416e+05,-8.163846e+06,0
0.000000e+00,1.130497e-04,1.186110e-03,0.000000e+00,4.969863e+06,5.214121e+07,0.000000e+00,-7.781423e+05,-8.163853e+06,0
0.000000e+00,1.695257e-04,1.778627e-03,0.000000e+00,6.212366e+06,6.517688e+07,0.000000e+00,-7.781426e+05,-8.163856e+06,0
0.000000e+00,2.372973e-04,2.489650e-03,0.000000e+00,7.454869e+06,7.821256e+07,0.000000e+00,-7.781428e+05,-8.163858e+06,0
0.000000e+00,3.163643e-04,3.319180e-03,0.000000e+00,8.697373e+06,9.124824e+07,0.000000e+00,-7.781429e+05,-8.163858e+06,0
0.000000e+00,4.067268e-04,4.267215e-03,0.000000e+00,9.939876e+06,1.042839e+08,0.000000e+00,-7.781429e+05,-8.163859e+06,0
0.000000e+00,5.083848e-04,5.333757e-03,0.000000e+00,1.118238e+07,1.173196e+08,0.000000e+00,-7.781430e+05,-8.163859e+06,0
0.000000e+00,6.213383e-04,6.518805e-03,0.000000e+00,1.242488e+07,1.303553e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
0.000000e+00,7.455873e-04,7.822360e-03,0.000000e+00,1.366739e+07,1.433910e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
0.000000e+00,8.811317e-04,9.244420e-03,0.000000e+00,1.490989e+07,1.564267e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
0.000000e+00,1.027972e-03,1.078499e-02,0.000000e+00,1.615239e+07,1.694623e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
0.000000e+00,1.186107e-03,1.244406e-02,0.000000e+00,1.739490e+07,1.824980e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
0.000000e+00,1.355538e-03,1.422164e-02,0.000000e+00,1.863740e+07,1.955337e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
0.000000e+00,1.536264e-03,1.611772e-02,0.000000e+00,1.987991e+07,2.085694e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
0.000000e+00,1.728286e-03,1.813232e-02,0.000000e+00,2.112241e+07,2.216051e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
0.000000e+00,1.931604e-03,2.026541e-02,0.000000e+00,2.236491e+07,2.346408e+08,0.000000e+00,-7.781430e+05,-8.163860e+06,0
