-2.591111e-07,-7.207713e-07,9.000821e-07,-8.357641e-26,-2.324852e-25,-1.034942e-25
-3.347449e-07,-5.437416e-07,1.099046e-06,-7.369843e-26,-1.197118e-25,-3.298121e-28
5.578928e-07,2.801910e-07,8.685865e-07,1.217254e-25,6.113426e-26,-8.275802e-26
-3.750834e-07,-6.496766e-07,4.770383e-07,-1.345153e-25,-2.329920e-25,-4.222574e-25
-1.809579e-07,-9.588937e-07,1.312024e-06,-9.422036e-26,-4.992725e-25,1.760310e-25
4.287326e-07,-2.604106e-07,1.631851e-06,7.486676e-26,-4.547380e-26,1.919705e-25
3.890224e-07,4.812852e-07,1.013042e-06,8.087548e-26,1.000564e-25,-2.857715e-26
-4.603900e-08,-4.735413e-08,8.002160e-07,-4.004703e-28,-4.119099e-28,-1.560992e-26
6.120658e-07,-4.906683e-07,1.634668e-06,2.283837e-25,-1.830859e-25,3.574680e-25
-7.206536e-07,-1.625720e-07,1.482608e-06,-2.275719e-25,-5.133785e-26,2.055997e-25
-2.018268e-07,-5.332655e-07,1.309126e-06,-3.670495e-26,-9.698159e-26,6.228342e-26
-6.438358e-07,-2.263639e-07,1.809694e-06,-2.064849e-25,-7.259727e-26,4.666484e-25
5.438953e-07,-6.396140e-07,7.273603e-07,2.179256e-25,-2.562778e-25,-2.490214e-25
1.703440e-07,-1.087214e-07,6.888910e-07,7.018983e-27,-4.479839e-27,-5.123782e-26
1.815406e-07,-5.715118e-07,1.744334e-06,4.555230e-26,-1.434042e-25,3.361011e-25
7.092241e-07,1.376021e-07,1.184725e-06,2.006230e-25,3.892442e-26,3.781366e-26
2.029110e-07,-6.652130e-07,1.564533e-06,5.925743e-26,-1.942665e-25,2.419544e-25
-3.800722e-09,-1.881868e-07,1.744987e-07,-2.894087e-28,-1.432962e-26,-4.546862e-25
2.353082e-07,5.532649e-07,1.827664e-06,6.259066e-26,1.471654e-25,4.250469e-25
-6.713946e-07,4.906252e-07,8.354847e-07,-2.574724e-25,1.881493e-25,-1.644638e-25
