0.000000e+00,1.000000e-06,1.100000e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.043768e+06,-3.348145e+06,0
0.000000e+00,4.518320e-05,4.970153e-05,0.000000e+00,4.860153e+06,5.346168e+06,0.000000e+00,-3.045259e+06,-3.349785e+06,0
0.000000e+00,1.335713e-04,1.469284e-04,0.000000e+00,9.722686e+06,1.069495e+07,0.000000e+00,-3.045430e+06,-3.349973e+06,0
0.000000e+00,2.661666e-04,2.927833e-04,0.000000e+00,1.458549e+07,1.604404e+07,0.000000e+00,-3.045473e+06,-3.350020e+06,0
0.000000e+00,4.429700e-04,4.872669e-04,0.000000e+00,1.944837e+07,2.139320e+07,0.000000e+00,-3.045488e+06,-3.350037e+06,0
0.000000e+00,6.639814e-04,7.303796e-04,0.000000e+00,2.431126e+07,2.674239e+07,0.000000e+00,-3.045495e+06,-3.350045e+06,0
0.000000e+00,9.292012e-04,1.022121e-03,0.000000e+00,2.917417e+07,3.209159e+07,0.000000e+00,-3.045499e+06,-3.350049e+06,0
0.000000e+00,1.238629e-03,1.362492e-03,0.000000e+00,3.403709e+07,3.744080e+07,0.000000e+00,-3.045501e+06,-3.350051e+06,0
0.000000e+00,1.592266e-03,1.751492e-03,0.000000e+00,3.890001e+07,4.279001e+07,0.000000e+00,-3.045502e+06,-3.350052e+06,0
0.000000e+00,1.990111e-03,2.189122e-03,0.000000e+00,4.376293e+07,4.813922e+07,0.000000e+00,-3.045503e+06,-3.350053e+06,0
0.000000e+00,2.432164e-03,2.675380e-03,0.000000e+00,4.862585e+07,5.348844e+07,0.000000e+00,-3.045503e+06,-3.350054e+06,0
0.000000e+00,2.918425e-03,3.210268e-03,0.000000e+00,5.348877e+07,5.883765e+07,0.000000e+00,-3.045504e+06,-3.350054e+06,0
0.000000e+00,3.448895e-03,3.793785e-03,0.000000e+00,5.835170e+07,6.418687e+07,0.000000e+00,-3.045504e+06,-3.350054e+06,0
0.000000e+00,4.023574e-03,4.425931e-03,0.000000e+00,6.321462e+07,6.953608e+07,0.000000e+00,-3.045504e+06,-3.350054e+06,0
0.000000e+00,4.642460e-03,5.106707e-03,0.000000e+00,6.807755e+07,7.488530e+07,0.000000e+00,-3.045504e+06,-3.350055e+06,0
0.000000e+00,5.305556e-03,5.836111e-03,0.000000e+00,7.294047e+07,8.023452e+07,0.000000e+00,-3.045504e+06,-3.350055e+06,0
0.000000e+00,6.012859e-03,6.614145e-03,0.000000e+00,7.780339e+07,8.558373e+07,0.000000e+00,-3.045504e+06,-3.350055e+06,0
0.000000e+00,6.764371e-03,7.440808e-03,0.000000e+00,8.266632e+07,9.093295e+07,0.000000e+00,-3.045504e+06,-3.350055e+06,0
0.000000e+00,7.560092e-03,8.316101e-03,0.000000e+00,8.752924e+07,9.628217e+07,0.000000e+00,-3.045504e+06,-3.350055e+06,0
0.000000e+00,8.400020e-03,9.240022e-03,0.000000e+00,9.239217e+07,1.016314e+08,0.000000e+00,-3.045505e+06,-3.350055e+06,0
0.000000e+00,9.284158e-03,1.021257e-02,0.000000e+00,9.725509e+07,1.069806e+08,0.000000e+00,-3.045505e+06,-3.350055e+06,0
0.000000e+00,1.021250e-02,1.123375e-02,0.000000e+00,1.021180e+08,1.123298e+08,0.000000e+00,-3.045505e+06,-3.350055e+06,0
0.000000e+00,1.118506e-02,1.230356e-02,0.000000e+00,1.069809e+08,1.176790e+08,0.000000e+00,-3.045505e+06,-3.350055e+06,0
0.000000e+00,1.220182e-02,1.342200e-02,0.000000e+00,1.118439e+08,1.230283e+08,0.000000e+00,-3.045505e+06,-3.350055e+06,0
